Step,A* + UNet + IL,Weighted A* + UNet + IL,A* + Unet,Weighted A* + Unet,A* + CNN + IL,A* + CNN,Weighted A* + CNN +IL,Weighted A* + CNN
337,58.85425568,63.72824097,77.27667236,80.87377167,66.14730835,76.04521179,72.08483124,73.12587738
338,55.75035095,66.71060181,81.31241608,79.97434235,64.96351624,75.57556915,72.36290741,75.52427673
339,57.69583893,65.58665466,78.45918274,79.91587067,66.86677551,69.92216492,71.72665405,75.18767548
340,58.51934814,68.63873291,80.58929443,79.54828644,62.66801453,72.49732971,73.00557709,75.66133118
342,63.60202026,66.78475952,68.9649353,68.1757431,64.63618469,68.00526428,65.36979675,65.19688416
343,66.60166931,66.31365967,69.62563324,70.0009613,65.94265747,69.33701324,64.59284973,65.62919617
344,66.27407837,65.56059265,71.67188263,65.975914,66.39795685,68.77931976,65.70435333,66.30828094
345,67.5146637,66.615448,70.16867828,69.06717682,67.51487732,67.49707794,67.50749207,67.44773865
346,67.4672699,63.28594971,71.05066681,68.99162292,67.36582947,68.36482239,66.03562927,67.57709503
350,52.50205612,66.90944672,98.40041351,91.97101593,74.415802,79.61814117,69.61688232,80.28494263
351,51.80722046,70.23085785,97.72454071,92.77175903,67.95497131,78.59914398,69.98857117,85.172966
352,45.03102112,65.63650513,97.17533112,94.78057861,66.41170502,77.26496124,71.09391022,83.46548462
353,49.58140564,70.36103058,101.6673737,94.1340332,68.0909729,76.4202652,70.35348511,83.53334045
354,48.05601883,75.34265137,97.55371857,90.355896,70.00694275,76.39365387,66.68612671,86.02185059
356,65.81787872,73.6391449,80.27470398,79.51615143,74.40346527,78.11876678,72.62104797,76.41085052
357,73.24386597,72.27043915,78.19595337,79.08460999,72.78947449,78.3868103,77.69008636,75.37337494
358,64.63939667,74.36703491,79.92699432,78.74704742,73.37657928,80.56285858,76.57059479,80.88647461
359,70.49889374,73.64103699,82.13761139,78.15024567,74.71095276,75.18017578,74.81773376,76.23018646
360,66.54693604,74.90869904,79.21276855,74.87773132,72.76092529,79.09438324,75.53883362,81.16630554
362,59.48891449,76.7273407,77.15266418,74.67144775,70.7008667,78.39699554,76.40336609,77.93889618
363,61.20187378,68.80187225,78.62075806,74.99517822,69.56702423,79.35461426,77.27792358,75.32277679
364,60.70360947,73.61662292,71.34306335,77.08745575,68.79039001,76.04377747,76.31005096,76.86173248
365,63.81419754,72.71175385,76.93917084,76.17810059,71.49105072,78.18308258,74.75788116,74.8331604
366,61.9800148,74.1817627,78.68746948,77.39939117,71.98649597,78.02539825,77.76177216,77.93349457
368,61.42925262,72.98625183,77.93618011,76.56602478,69.90361786,74.98941803,75.33930206,78.47705078
369,63.38450241,72.2678833,78.21807098,79.52929688,71.90875244,76.14414978,76.92447662,75.80151367
370,63.76527405,71.28725433,74.75139618,77.25730896,72.52191162,74.51839447,73.59120178,77.87473297
371,62.35141754,72.98182678,80.96925354,78.20972443,71.29686737,78.23014832,75.36465454,77.6244278
372,61.00026321,72.02970123,78.91093445,74.76512909,70.69026184,77.05906677,72.60774994,75.99681854
374,66.89562988,72.50862122,75.84001923,76.21447754,71.16390991,73.48466492,74.73103333,75.115448
375,64.26499939,72.01584625,73.98370361,73.56008148,71.12998962,72.39776611,73.88195038,73.74960327
376,65.03295135,71.27799988,75.76196289,73.98854065,72.56451416,73.22520447,73.83279419,74.67695618
377,65.69057465,72.67719269,74.26010895,76.55236816,71.55963135,71.68182373,75.19754791,73.64655304
378,64.43437195,71.17254639,76.21039581,73.80491638,72.57465363,74.53739166,72.36512756,73.88539124
380,47.13737106,58.86719894,81.14559937,76.14687347,53.38819885,71.33031464,61.54795074,76.20705414
381,42.60598755,59.9984169,78.37728882,78.34806824,56.29770279,66.99581146,65.80589294,72.57408142
382,44.09329605,56.06913757,80.62622833,80.64798737,54.67903519,72.80458069,66.40596008,75.56332397
383,46.06586838,60.16902924,85.35389709,81.95128632,55.22502518,70.24154663,63.71990967,72.1999588
384,48.22306061,58.17131042,83.98699188,80.19087982,56.07469177,67.62239075,59.2120285,73.89698792
386,49.59352875,71.28809357,76.04506683,81.6481781,65.81097412,71.77998352,73.01229858,76.52449799
387,51.56425476,67.02761078,78.87672424,78.01933289,64.35591125,70.83262634,71.98495483,76.20965576
388,55.339077,63.893116,79.45909119,75.01016998,64.50232697,71.87752533,68.15081787,77.42996216
389,56.23857117,69.24503326,79.24267578,81.02783966,62.97660828,75.35501099,75.69642639,74.57765961
390,53.07533264,65.01412964,76.6193924,78.62710571,69.73097229,68.95874023,71.4539032,74.86019135
392,64.61818695,65.71391296,70.33850098,67.30786133,66.05638123,69.33541107,66.39678192,68.17204285
393,62.30361938,66.49755859,69.001091,67.01544189,67.2828598,69.17731476,66.16139984,66.64038849
394,64.32566071,65.66575623,69.34876251,70.94104004,67.8947525,68.23554993,66.30060577,67.23219299
395,65.9766922,66.94907379,70.7862854,68.77986145,66.44102478,69.67584229,66.04562378,66.58750916
396,66.0199585,66.72607422,70.39047241,66.33722687,65.55886078,68.4462738,68.10590363,67.63061523
400,42.73749542,64.47058105,90.7430954,98.82050323,67.90505981,76.8877182,73.36322784,89.39849091
401,42.84712219,67.3179245,99.49245453,99.39429474,64.56071472,84.85472107,70.47810364,88.2225647
402,46.55054092,61.12293625,94.87832642,94.92355347,64.94096375,82.40971375,71.61949158,83.53417206
403,43.99692154,65.32065582,91.50547028,93.0174942,66.99789429,82.19423676,72.75968933,82.07909393
404,41.8085556,65.60044861,97.62634277,94.82151794,68.25315857,84.97076416,74.94218445,85.89413452
406,67.18344879,76.46237183,79.75811768,76.39544678,73.81250763,75.61168671,77.257164,79.5555954
407,64.24031067,74.61384583,80.9771347,77.63970947,75.01522064,77.47502899,77.32184601,79.94934082
408,65.63249207,74.21537781,82.21687317,78.23266602,71.27885437,79.38024902,77.3812027,75.95320892
409,65.95204926,75.46659851,80.86610413,75.14596558,78.32912445,80.23159027,75.11450195,77.58504486
410,69.83420563,74.32505035,81.28087616,77.2997818,74.48261261,80.03501129,72.80625153,77.35087585
412,57.89428329,75.86969757,79.26116943,75.00063324,71.24823761,76.70845032,77.61089325,75.69503021
413,55.4926033,71.62682343,76.60334015,77.88299561,68.66917419,78.39742279,76.32853699,76.88806915
414,58.10297775,70.65193176,79.97006226,77.71763611,70.0683136,73.90518188,77.62534332,75.99245453
415,58.57469177,70.71387482,75.50978851,74.38233948,67.14067078,77.92858124,77.81362152,75.82476807
416,60.47833633,75.39729309,82.11236572,75.93965912,70.7151947,81.14746857,77.70563507,75.8034668
418,64.83885956,74.77028656,79.08166504,75.55542755,74.60717773,77.52394104,74.72408295,74.34605408
419,61.39775848,71.43436432,79.30327606,75.62839508,69.56520081,80.09634399,74.50259399,77.89789581
420,62.6098671,74.44950104,79.50240326,80.15725708,72.26872253,77.68447113,74.18930817,80.83959198
421,60.77283096,70.15055084,82.30904388,82.70568848,70.04679871,79.22368622,74.78998566,77.08159637
422,60.03623962,72.92980957,77.98975372,76.8554306,66.38561249,78.58070374,75.77651215,79.28276825
424,66.47496033,72.83705139,73.00786591,74.18423462,74.70657349,74.39569855,73.59959412,75.5459671
425,66.2127533,71.19551086,75.9647522,73.09339142,74.1139679,73.9855957,72.36413574,73.47406769
426,61.02146149,72.22206116,76.04544067,72.83745575,70.58985901,73.4911499,73.60564423,74.0691452
427,65.62742615,71.68383789,76.06691742,74.04570007,74.16081238,72.13504028,73.48278809,73.09815216
428,63.49315262,70.39793396,75.55701447,75.87171936,69.25030518,75.51516724,71.57372284,74.33011627
430,44.72498322,60.89870834,74.86367035,74.1399231,56.35108185,67.88321686,62.2196579,66.07161713
431,46.65338898,59.05007935,79.52439117,77.75966644,58.81096268,70.14698029,67.47234344,70.22164154
432,48.13708878,59.64302063,75.78596497,80.59368134,54.45599365,74.7512207,61.12245941,73.41736603
433,43.43708801,61.82904434,77.82592773,81.88935852,57.53570175,65.50223541,64.63393402,74.05669403
434,44.87582016,59.4743576,80.43527222,80.11958313,60.03535461,71.3895874,60.75680542,70.55525208
436,53.16564941,70.90475464,80.12873077,78.26891327,66.88583374,75.85957336,71.38749695,74.56889343
437,52.65198517,64.58162689,81.99420166,76.96440125,61.66553497,70.15031433,72.28701782,75.605896
438,55.9053688,70.06877899,77.83969879,80.80283356,61.91917419,76.36096954,71.44711304,72.9002533
439,54.26667023,66.5813446,77.2013855,81.80171204,63.6880455,71.38021851,70.802948,77.69187927
440,52.34540558,64.50727081,77.64082336,81.13213348,62.61149597,76.44329834,71.4807663,73.8041153
442,68.21069336,65.06317139,67.68666077,65.61108398,63.74731445,67.17771912,65.21526337,67.27291107
443,66.76817322,63.93985367,70.72913361,67.79640961,66.41883087,69.40391541,65.4486618,66.28186035
444,62.69431305,66.26537323,68.23749542,68.10729218,65.87573242,68.55843353,64.24808502,68.25873566
445,66.79524994,67.72466278,72.533638,67.8557663,63.80657196,67.89243317,66.18684387,66.3227005
446,65.00828552,67.31364441,71.6312561,68.05175781,69.30706024,68.34495544,68.67558289,67.04141235
450,44.20404816,70.46512604,96.97904968,88.7786026,61.6152153,78.55354309,73.39697266,83.91898346
451,37.24485397,74.71302795,90.51558685,90.56595612,67.06074524,81.6708374,69.46466064,83.84532166
452,39.59876251,64.45057678,95.17396545,88.45704651,65.03727722,77.56001282,69.66819763,88.13304138
453,44.1128273,63.94171143,97.275177,98.54641724,60.89157486,79.74726868,75.87638092,87.15335083
454,42.05000687,64.31555176,90.80212402,89.69070435,64.30295563,81.74067688,64.35127258,86.25509644
456,66.86727905,71.99052429,82.56707764,77.92974854,75.81597137,81.46071625,78.70951843,75.45578766
457,67.12208557,74.3166275,79.98352051,76.68365479,76.90273285,78.29657745,74.71369171,75.6754303
458,62.2442131,72.80233765,79.78517151,77.90511322,74.35527802,80.633255,76.52967834,80.31546021
459,64.85261536,78.21258545,82.93688965,78.25872803,75.38794708,77.39201355,73.32794189,78.56268311
460,64.05873108,71.2360611,80.26841736,76.76145935,71.4464035,79.05876923,77.16731262,78.76356506
462,58.96128082,72.82829285,77.76221466,78.90502167,66.11997986,77.44819641,77.19348145,77.89034271
463,61.38797379,73.68386841,79.11472321,77.22187805,69.98712921,78.17292023,76.83267975,76.35684967
464,58.49462128,72.30747986,77.57228088,77.32397461,68.58728027,77.96492004,73.4952774,76.12779999
465,57.58760452,72.41927338,81.59662628,74.81458282,72.32141113,76.78830719,75.14139557,75.90765381
466,62.41640472,76.97615051,77.17648315,74.84138489,73.23295593,77.40196991,75.0643692,78.3564682
468,65.91873169,68.84513092,76.71730042,74.9936142,72.90464783,80.73907471,71.91056824,76.76485443
469,65.32176971,70.42499542,79.36303711,76.85063934,71.62103271,75.36206055,76.32966614,78.73316956
470,59.32679749,70.69842529,77.38526154,76.99420929,73.97080231,77.6712265,77.6517868,75.06376648
471,63.83700562,71.30230713,76.80189514,75.24372101,70.87409973,72.9540329,75.1338501,75.3221817
472,60.48678589,69.85526276,76.05758667,75.64067078,69.41990662,78.50363159,74.37979126,77.65317535
474,67.29148102,70.11211395,75.88876343,73.63804626,69.82850647,77.41882324,73.30197144,75.76582336
475,68.40905762,72.87785339,75.06945801,72.63043976,72.07739258,74.81404877,72.65596008,71.96385956
476,64.78910828,70.25090027,75.13089752,74.43570709,72.54301453,73.85897064,73.54956818,74.27983856
477,63.98573685,71.7147522,77.21307373,74.17431641,71.80554962,74.26143646,72.64030457,72.95602417
478,63.16664124,71.91547394,77.19145966,73.87768555,70.44464874,73.81784058,71.33786774,74.12902832
480,42.10494995,63.14874649,77.89498138,75.4044342,63.2637558,67.18494415,62.68199921,71.80487061
481,44.53130341,58.34194183,83.82201385,79.62617493,55.68054199,63.6651001,67.05943298,73.01290131
482,44.81532669,61.27124405,79.68166351,76.87596893,55.05320358,67.36180878,60.03429031,70.44974518
483,49.11061478,61.04405975,83.05924988,81.7204361,58.87439728,70.96282959,60.83742905,76.76068115
484,46.62627792,59.62228012,77.89841461,80.13943481,57.9031601,66.59440613,65.36112213,65.93287659
486,59.32875061,67.12696838,79.2463913,75.43530273,70.63223267,72.57896423,75.4388504,75.21029663
487,55.07756805,68.38730621,80.20983887,76.47912598,65.43861389,70.66534424,70.39208984,72.64047241
488,56.46949768,70.91249847,79.93500519,82.93715668,67.4691391,72.40240479,73.20188904,75.55822754
489,56.62822723,67.29748535,80.03661346,80.12638092,64.03588104,76.85954285,70.31306458,72.32244873
490,51.3871994,69.64376068,81.3551178,81.60816956,64.693573,67.99536133,72.04974365,75.76113129
492,65.1960144,68.20359802,71.23448181,66.60686493,66.24429321,67.8734436,67.87107849,67.44013977
493,66.60865784,66.2096405,66.10060883,66.33964539,66.47610474,70.95890808,66.05873871,69.09918976
494,67.59268951,65.78871918,70.50239563,67.90428925,66.45187378,70.97515869,66.3945694,67.66587067
495,65.82055664,65.67393494,69.55876923,66.5712204,65.97146606,68.68681335,63.93547058,69.51448822
496,65.95053101,65.81651306,73.76438904,67.64759827,66.69107056,68.65283203,67.58097839,67.56648254
500,40.1513443,65.77030945,95.96612549,85.49568939,63.74559784,74.90992737,73.90627289,87.48535156
501,40.89609146,67.85217285,95.59507751,92.14123535,63.44265747,73.53104401,67.60542297,78.03390503
502,38.34469986,68.4753418,95.57241821,92.53775024,69.26798248,77.25082397,73.1965332,84.37683105
503,39.80041504,63.75218964,97.64388275,91.48065186,65.62014008,80.59516907,71.6129303,87.6035614
504,43.18436432,66.72864532,92.59863281,95.03289795,64.77516937,81.57793427,71.02750397,87.2114563
506,61.85480118,73.69003296,80.70027161,78.83694458,75.15207672,78.83309174,76.26404572,76.14933014
507,63.05701828,78.19099426,81.66833496,79.68586731,72.30620575,79.8756485,75.16957092,76.68180084
508,67.77028656,71.46450806,77.28366852,78.92736053,73.05628967,77.96828461,74.76934052,78.80735779
509,64.09358215,75.69700623,78.99393463,76.89511108,73.61752319,81.80517578,74.47962952,78.70626831
510,59.78958893,74.06665802,82.37782288,74.60906982,72.13639832,78.79178619,77.83601379,75.77062988
512,55.97299194,74.20696259,76.66042328,76.42796326,68.15608978,73.33601379,77.96069336,76.77578735
513,61.9475975,72.89156342,78.94179535,74.49150085,70.83823395,76.37372589,77.34857178,74.27285767
514,59.3890152,70.28181458,76.89144135,75.55905151,68.97324371,73.25382996,77.79524231,76.7572937
515,58.88345718,73.36138153,76.59696198,74.22439575,70.77337646,77.65951538,75.94107056,77.05522919
516,62.49744034,71.97866058,80.72834778,76.2687912,69.65180206,79.97129059,75.6986618,76.95303345
518,62.84109497,76.10225677,78.12384033,77.55437469,68.34545135,80.07646179,74.60054779,76.55622101
519,59.79191208,74.49969482,78.2762146,78.3899765,73.92607117,74.80960083,75.25376892,79.7809906
520,61.0700531,70.76197815,84.36362457,79.25725555,70.61859894,78.83469391,73.09706116,77.76633453
521,60.40959167,73.48165894,79.28089905,76.91156769,67.36751556,79.37699127,74.25622559,77.43319702
522,59.63718796,74.65003967,80.40782166,77.14926147,68.1324234,77.09635925,70.11021423,75.9353714
524,66.54327393,73.38602448,76.34558105,72.87281799,73.77693939,74.61242676,71.20323944,73.39363861
525,65.46651459,72.3259964,74.80519867,75.53183746,72.79276276,73.3915863,74.13271332,72.33860016
526,63.1990242,72.45173645,74.90361023,71.97668457,73.70014954,72.43784332,73.87883759,72.77420807
527,63.56489944,70.15830231,77.44213104,73.81050873,72.26035309,75.89047241,73.92698669,71.10541534
528,64.81668091,71.92926788,77.29944611,73.29127502,69.84860229,74.76483154,72.93473053,72.25709534
530,45.55475616,60.64610672,74.74560547,83.50502777,54.3417778,69.84246063,64.0542984,67.63148499
531,46.16915894,60.20212936,78.21950531,82.94046021,54.09559631,70.9008255,63.53251266,69.76327515
532,42.57059097,58.66504669,77.61664581,79.71526337,56.58340454,69.2964859,64.42112732,70.72697449
533,45.6995163,57.7348671,83.60617828,82.72771454,55.24151611,71.23099518,63.41792679,68.49177551
534,47.42224121,59.03424072,82.77856445,77.79170227,51.82198334,68.36079407,62.85603333,71.63024139
536,52.49039078,65.52830505,76.46067047,76.92610931,66.42164612,74.41796875,70.63381195,75.6662674
537,58.47929382,70.01138306,77.25954437,80.60355377,64.12848663,76.23792267,69.84407806,75.20963287
538,57.36353302,66.47101593,76.15869141,77.80038452,59.61760712,73.31399536,75.03312683,76.39046478
539,57.1439476,67.06222534,80.06422424,78.11307526,66.08655548,73.93921661,73.71151733,75.61528778
540,56.69140625,66.46942139,76.52323914,78.57509613,66.73664856,75.61288452,74.6769104,74.94451141
542,64.78308105,67.63050079,70.62325287,66.23575592,63.45327377,66.73436737,68.80753326,68.79102325
543,63.5657959,66.59997559,71.95162201,67.41487885,66.7066803,68.70960999,65.54306793,68.50291443
544,63.23210907,66.06445313,72.05854034,69.01396179,66.8445282,68.46131134,67.70524597,66.89109802
545,65.82457733,62.95758057,71.08065033,69.36613464,65.75534821,69.13764954,66.2730484,68.5794754
546,68.23656464,65.93284607,70.94921112,68.69858551,65.93500519,68.96533203,67.90287018,66.02192688
550,40.86600113,66.7986145,95.35375214,94.61136627,66.69992828,81.70848083,67.81817627,85.94290924
551,38.11794662,66.51498413,98.80747223,99.55183411,65.20348358,78.48248291,69.42128754,86.88382721
552,39.94338989,62.27537155,97.80456543,97.72257996,63.47008514,79.40660095,70.06985474,89.16993713
553,41.91798401,71.20087433,94.94564819,94.67158508,62.39064789,79.61557007,68.37020111,84.98309326
554,40.30302048,66.37120819,94.90458679,98.15452576,67.18333435,78.05899048,66.55934143,86.98066711
556,65.32392883,72.2019577,82.85758209,77.95245361,72.08547974,81.83525848,74.15278625,76.19843292
557,67.82529449,70.98493958,81.93750763,75.74295044,75.38382721,78.56365967,73.40271759,79.78282166
558,67.59173584,74.87286377,80.54766083,76.68060303,76.12825012,80.0249939,76.68107605,80.25029755
559,66.39050293,73.22849274,79.75485229,75.78997803,72.96331024,81.50940704,74.14653778,76.53070068
560,60.54053497,73.61561584,84.94886017,78.6231842,72.87530518,81.83123779,74.64431763,80.56635284
562,63.25685883,72.15162659,79.95139313,74.93357086,67.91344452,75.31077576,74.49216461,73.55197906
563,59.11117935,71.8844223,76.43064117,78.93447113,69.37949371,76.50559235,74.17396545,76.97075653
564,59.86827087,73.63671875,74.99948883,75.48216248,70.89907074,77.11592102,78.17377472,75.0577774
565,57.11773682,74.17144012,78.61943054,73.66499329,67.8772583,78.70993042,79.71272278,76.60427856
566,59.1786232,71.31793976,77.61405182,77.09920502,69.28813934,76.77373505,75.03968048,76.15984344
568,64.56026459,73.08787537,77.88767242,74.75598907,71.33712769,78.86707306,75.35133362,77.77828217
569,59.69541931,73.21606445,77.94650269,79.0071106,72.25559235,77.17207336,76.71649933,76.16060638
570,58.58481979,70.05358887,75.51358032,79.47911072,71.03263855,79.40157318,74.1064682,79.40084839
571,54.70867157,73.10111237,81.34022522,73.57761383,71.86357117,77.48173523,71.87364197,79.13471985
572,59.17436981,69.81072235,81.46365356,77.4733429,74.82001495,75.91650391,75.25415802,79.1566925
574,64.59405518,69.42779541,76.75064087,74.92934418,72.31996155,74.05917358,72.96517181,75.30502319
575,67.10530853,71.18688202,74.28381348,72.5437851,70.49351501,73.40042877,74.39167023,75.96479797
576,65.45298004,70.66108704,75.34659576,75.08203125,71.16738892,74.41548157,75.26422119,72.83206177
577,66.55618286,69.31384277,75.39243317,73.47676086,72.3176651,76.55860138,73.03197479,73.7798233
578,60.44273376,71.50043488,74.80740356,72.80899048,71.54699707,73.44309998,72.95794678,73.69268799
580,45.32011414,54.33395386,75.05903625,77.54814911,59.23478699,71.10601807,64.93915558,72.81143951
581,50.15335083,60.76292038,81.88540649,79.56752014,61.61092377,69.46143341,66.18387604,72.49238586
582,44.56349182,62.39232254,77.67461395,85.10061646,57.4047699,65.21479034,69.39232635,69.48074341
583,46.71428299,57.39141846,80.99833679,82.90641022,56.88040161,70.2983551,69.51089478,74.06003571
584,52.5280571,61.07186127,79.87960052,77.65868378,55.6430397,74.96208954,63.52139282,70.49411774
586,57.56801605,67.68212891,79.70310211,81.42318726,60.81680298,74.14450073,70.94358063,72.49195099
587,52.81932831,69.1085968,78.55898285,78.55965424,65.99031067,74.12745667,73.72370911,78.32505798
588,54.55116653,67.14691162,77.81056976,79.91977692,63.08681488,75.85036469,71.63785553,73.35146332
589,53.35002136,67.3289032,74.05656433,78.25225067,63.79829025,73.93144989,67.94776154,76.25243378
590,57.76314545,74.07556152,78.05101776,75.45919037,62.41774368,76.58483124,72.20749664,71.68512726
592,65.74796295,65.92396545,69.2850647,67.21871948,65.64373016,70.01852417,64.27625275,68.97735596
593,63.36559296,65.22235107,69.91542053,67.43312073,65.69612885,67.42280579,67.03491211,67.41371155
594,65.48432922,66.11941528,72.540802,69.49826813,65.55530548,69.21753693,65.43939972,66.38653564
595,64.99900055,66.65061188,72.4601593,66.90921783,66.8839035,69.18865204,67.24056244,67.76256561
596,66.95074463,67.385849,71.08715057,68.23764038,68.1872406,66.97464752,68.52758789,65.03434753
600,37.55506897,68.60366821,98.99417114,94.17604828,67.7141037,74.03645325,73.83769989,87.63970947
601,37.22558594,67.61807251,98.97197723,87.32273102,64.10402679,80.45597839,66.97143555,82.37818909
602,38.16280365,67.71442413,95.51779938,93.17160797,68.5243988,82.59041595,67.49551392,87.75911713
603,47.97362518,65.46368408,92.72412872,92.45231628,65.30045319,79.85762787,66.7086792,86.53198242
604,44.22158432,70.0651474,95.6159668,90.06520844,62.01144409,77.48096466,66.31207275,89.0905838
606,61.27180099,73.35115814,78.63936615,77.09890747,72.67824554,77.06360626,71.75685883,78.39115143
607,58.23898315,72.01064301,80.15969086,77.19689178,72.14346313,76.33891296,74.11410522,76.98946381
608,61.80514908,71.06399536,79.81993866,76.08331299,71.4181366,77.24625397,77.64189911,77.00231934
609,65.15534973,74.03580475,80.16130066,80.90898132,79.02806854,80.49370575,74.36530304,78.97981262
610,63.72129822,73.76412201,75.99978638,76.75863647,75.67271423,80.59234619,78.04811096,76.63581848
612,56.8635025,72.92097473,77.97114563,78.9848175,70.11026764,76.64407349,73.46990204,77.37535095
613,62.82168198,75.61125946,75.97621918,72.95794678,66.59268951,77.17937469,75.02186584,76.6844635
614,58.07778549,71.08529663,81.09216309,77.92301178,70.23204803,75.92248535,72.90196991,76.60605621
615,55.67918396,73.21951294,78.73805237,78.03281403,70.83209229,78.10324097,75.87778473,75.9778595
616,58.62353516,71.03430939,75.9340744,75.50124359,68.22210693,72.41288757,74.91634369,75.37008667
618,57.7987175,69.42760468,77.9135437,77.8102417,75.54216766,79.5072403,75.51932526,79.95072174
619,64.550354,68.45931244,79.76712036,74.62850952,73.60820007,80.70490265,75.86424255,76.7526474
620,61.68198395,68.93370056,77.05774689,80.27905273,69.39002991,77.12722015,74.94673157,77.26032257
621,60.9151001,69.55921936,76.29840088,78.87241364,70.37214661,78.31168365,70.66333008,76.83747864
622,65.97571564,74.66847992,76.6231842,74.13056946,70.54840851,76.63916779,73.76039886,75.4863739
624,63.66214371,72.54620361,76.07806396,74.74822998,72.62472534,74.18266296,74.17304993,73.7607193
625,63.55648041,72.18598938,76.03725433,72.86854553,70.77536011,75.50556183,74.00253296,74.80899048
626,64.68029785,71.00276184,75.96365356,74.09658051,72.49082947,73.99584961,74.29325104,73.05581665
627,64.02993774,72.32128143,74.30190277,72.95780182,72.11185455,75.24858093,73.24481964,72.5391922
628,65.12805176,71.37748718,75.86091614,74.02626801,70.04703522,72.9081955,73.16242218,76.42702484
630,47.68249512,58.37677383,85.27632904,81.20645905,60.29540253,67.49286652,67.98284149,68.24876404
631,45.24222565,57.44949341,85.21342468,84.16346741,53.60493469,67.98477173,61.49324417,68.64831543
632,45.23384094,59.34912491,86.07913208,83.28147125,57.44159698,69.32076263,62.38577271,72.66567993
633,47.7047081,62.95885468,86.99969482,81.28495026,54.62445068,64.80582428,64.88191986,72.74401855
634,47.02850342,56.26554108,82.08885956,76.84495544,52.40213394,67.52391052,66.36982727,69.69374847
636,53.36445999,69.22124481,79.51805115,78.12471771,60.99742889,75.2015686,69.85694885,72.35701752
637,60.01598358,68.93193817,79.11403656,79.36633301,63.83528137,71.28314209,71.86151886,74.13269806
638,56.4180069,63.83782959,84.96460724,78.60571289,63.09328461,72.90679169,70.30213165,73.79828644
639,50.4256897,66.66929626,83.42874146,80.88244629,67.14118958,75.42900085,71.02500153,72.29073334
640,53.08633041,68.25874329,83.19043732,78.76397705,62.252285,71.11985779,68.94996643,74.23306274
642,63.69107056,65.18803406,70.79100037,68.22619629,66.45513153,69.71690369,67.76693726,68.67012787
643,67.5090332,65.52565765,69.93200684,68.82157898,65.5827179,69.02233124,66.58055878,65.94966125
644,61.25160217,65.10419464,70.08997345,67.33000946,68.13388824,67.46143341,65.71622467,65.91388702
645,65.88852692,65.9777298,73.01225281,68.84697723,64.54442596,69.73012543,68.02420044,68.38504028
646,65.18229675,65.37519836,70.98908234,68.47052002,67.23963165,70.82527161,65.64712524,68.99513245
650,40.06414795,73.09674835,93.14875793,90.38809967,63.81597137,80.87285614,73.74073029,85.61427307
651,39.55693054,67.42324066,104.6481552,92.87249756,68.87422943,83.59532166,70.29072571,83.45220184
652,41.45290375,68.74979401,100.7489853,89.11431885,65.12242889,82.09441376,73.29032135,90.314888
653,41.84091949,64.86962128,102.0904694,95.75656128,66.77082825,78.86601257,71.67828369,93.07413483
654,38.62479401,68.0016098,100.7307281,92.7223587,63.68586349,80.71244049,69.72622681,85.90079498
656,64.23747253,74.67906189,79.11735535,78.45893097,71.72137451,78.47161865,76.2855835,78.08330536
657,62.29177475,72.78996277,80.04563141,78.26967621,73.89683533,78.60115814,72.76535797,81.22489166
658,61.8458252,74.74288177,81.12124634,76.06105804,72.46717834,76.23990631,74.79534149,76.61078644
659,67.27376556,73.67816162,79.33097839,74.76568604,74.9936142,80.99864197,78.57836914,79.38761902
660,63.17690659,73.77157593,82.67405701,77.10227966,74.27639008,79.8800354,78.08765411,78.49689484
662,57.78639221,74.26906586,80.82772827,76.26267242,72.18946838,77.80342102,76.77404785,77.46062469
663,58.11112595,74.03895569,79.11997986,77.70845032,71.42300415,76.3349762,74.52916718,80.1075058
664,60.73260498,71.71360779,77.7729187,77.69560242,68.50423431,74.2488327,74.59523773,74.09175873
665,57.09642029,73.83625031,74.80817413,75.62780762,66.86748505,78.71277618,74.37321472,79.16834259
666,58.65645981,71.49971771,79.60959625,77.61695862,69.27682495,77.04982758,74.28262329,76.85710144
668,60.921875,76.01465607,81.19114685,76.66233063,70.85918427,79.17658234,73.10823822,78.07522583
669,61.01729584,71.89078522,78.31045532,76.61268616,70.65354919,77.37187958,76.51429749,80.60723114
670,65.18481445,70.2722702,77.99168396,75.73905945,70.51805115,80.12609863,74.84593201,79.24127197
671,62.15007782,68.18120575,80.25,74.84018707,71.55938721,77.06443787,73.63800049,81.37245178
672,61.24550629,67.85295868,77.12573242,76.668396,70.1329422,81.30893707,76.42144012,77.52675629
674,67.93211365,69.33425903,74.73675537,73.87253571,74.33258057,75.02196503,75.0530014,74.14608765
675,61.84276199,71.05927277,73.21958923,71.91236115,71.18013763,74.59872437,77.16392517,75.41674042
676,66.71672821,72.18725586,74.68537903,71.76228333,70.49512482,74.82019043,72.26172638,74.19800568
677,67.55735016,73.38574219,76.9821701,72.54588318,71.47880554,74.44617462,72.45526123,75.01728058
678,63.03718567,72.08423615,73.93592834,74.06902313,70.09932709,74.36707306,73.80273438,74.43221283
680,45.94672394,60.9331131,72.47666931,84.09174347,58.69045639,75.02404022,67.00956726,71.98513794
681,44.45669556,60.2729187,76.96395111,86.36750793,60.0734024,71.89994812,65.35666656,76.63682556
682,45.24546051,61.97129059,79.41417694,80.08560181,55.28707123,71.37306213,73.48413849,70.28782654
683,49.33579636,61.94900513,83.57535553,81.51815796,55.95597076,68.70957947,58.72655487,71.83592224
